Season,Age,Squad,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,Player
2011-2012,20,Real Sociedad,es ESP,1. La Liga,12th,26,2200,85,64.3,24.4,26,,23,0,,,,,,,,,,,,,,Matches,Iñigo Martínez
2012-2013,21,Real Sociedad,es ESP,1. La Liga,4th,34,3060,90,89.5,34.0,34,,34,0,,,,,,,,,,,,,,Matches,Iñigo Martínez
2013-2014,22,Real Sociedad,es ESP,1. La Liga,7th,35,3120,89,91.2,34.7,35,,34,0,,,,,,,,,,,,,,Matches,Iñigo Martínez
2014-2015,23,Real Sociedad,es ESP,1. La Liga,12th,34,3026,89,88.5,33.6,34,,33,0,,0,1.24,41,47,-6,-0.18,+0.05,,,,,,Matches,Iñigo Martínez
2015-2016,24,Real Sociedad,es ESP,1. La Liga,9th,30,2700,90,78.9,30.0,30,90,30,0,,1,1.20,36,39,-3,-0.10,-0.10,,,,,,Matches,Iñigo Martínez
2016-2017,25,Real Sociedad,es ESP,1. La Liga,6th,34,2997,88,87.6,33.3,34,88,32,0,,0,1.62,51,46,+5,+0.15,-0.06,,,,,,Matches,Iñigo Martínez
2017-2018,26,Real Sociedad,es ESP,1. La Liga,12th,12,1055,88,30.8,11.7,12,88,11,0,,0,1.08,16,19,-3,-0.26,-0.64,17.0,16.5,+0.5,+0.05,-0.05,Matches,Iñigo Martínez
2017-2018,26,Athletic Club,es ESP,1. La Liga,16th,16,1440,90,42.1,16.0,16,90,16,0,,0,1.00,17,25,-8,-0.50,-0.50,18.4,19.6,-1.2,-0.08,-0.10,Matches,Iñigo Martínez
2018-2019,27,Athletic Club,es ESP,1. La Liga,8th,33,2902,88,84.9,32.2,33,88,32,0,,1,1.30,33,40,-7,-0.22,-0.74,34.9,39.4,-4.4,-0.14,-0.52,Matches,Iñigo Martínez
2019-2020,28,Athletic Club,es ESP,1. La Liga,11th,33,2970,90,86.8,33.0,33,90,33,0,,2,1.42,38,32,+6,+0.18,+0.78,38.5,41.5,-3.0,-0.09,+0.78,Matches,Iñigo Martínez
2020-2021,29,Athletic Club,es ESP,1. La Liga,10th,28,2519,90,73.7,28.0,28,90,27,0,,3,1.11,33,34,-1,-0.04,-0.54,31.9,27.0,+4.9,+0.17,+0.13,Matches,Iñigo Martínez
2021-2022,30,Athletic Club,es ESP,1. La Liga,8th,27,2341,87,68.5,26.0,26,88,23,1,45,0,1.70,28,18,+10,+0.38,+0.63,31.2,25.0,+6.2,+0.24,-0.18,Matches,Iñigo Martínez
2022-2023,31,Athletic Club,es ESP,1. La Liga,8th,15,1338,89,39.1,14.9,15,89,14,0,,4,1.80,25,16,+9,+0.61,+0.82,22.7,12.6,+10.1,+0.68,+0.37,Matches,Iñigo Martínez
2023-2024,32,Barcelona,es ESP,1. La Liga,2nd,20,1296,65,37.9,14.4,13,89,12,7,20,7,2.45,27,11,+16,+1.11,+0.31,23.8,12.9,+10.9,+0.76,-0.30,Matches,Iñigo Martínez
2024-2025,33,Barcelona,es ESP,1. La Liga,1st,16,1420,89,92.8,15.8,16,89,14,0,,1,2.38,47,15,+32,+2.03,+2.85,40.8,20.1,+20.7,+1.31,+2.02,Matches,Iñigo Martínez
14 Seasons,14 Seasons,3 Clubs,,1 League,,393,34384,87,69.6,382.0,385,89,368,8,23,19,1.49,392,342,+50,+0.17,0.00,259.3,214.5,+44.8,+0.23,-0.06,,Iñigo Martínez
,,,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,Iñigo Martínez
Real Sociedad (7 Seasons),Real Sociedad (7 Seasons),Real Sociedad (7 Seasons),,1 League,,205,18158,89,75.8,201.8,205,89,197,0,,1,1.33,144,151,-7,-0.06,-0.30,17.0,16.5,+0.5,+0.05,-0.05,,Iñigo Martínez
Athletic Club (6 Seasons),Athletic Club (6 Seasons),Athletic Club (6 Seasons),,1 League,,152,13510,89,65.8,150.1,151,89,145,1,45,10,1.38,174,165,+9,+0.06,+0.10,177.7,165.1,+12.6,+0.08,-0.06,,Iñigo Martínez
Barcelona (2 Seasons),Barcelona (2 Seasons),Barcelona (2 Seasons),,1 League,,36,2716,75,54.9,30.2,29,89,26,7,20,8,2.42,74,26,+48,+1.59,+0.87,64.6,33.0,+31.6,+1.05,+0.07,,Iñigo Martínez
2015,18,Avaí,br BRA,1. Série A,17th,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Raphinha
2015-2016,18,Vitória,pt POR,1. Primeira Liga,10th,1,18,18,0.6,0.2,0,,,1,,0,,,,,,,,,,,,Matches,Raphinha
2016-2017,19,Vitória,pt POR,1. Primeira Liga,4th,32,1695,53,55.4,18.8,18,,,14,,1,,,,,,,,,,,,Matches,Raphinha
2017-2018,20,Vitória,pt POR,1. Primeira Liga,9th,32,2785,87,91.0,30.9,32,,,0,,0,,,,,,,,,,,,Matches,Raphinha
2018-2019,21,Sporting CP,pt POR,1. Primeira Liga,3rd,24,1510,63,49.3,16.8,16,83,8,8,22,2,1.96,27,18,+9,+0.54,-1.21,29.9,19.7,+10.2,+0.61,-0.18,Matches,Raphinha
2019-2020,22,Sporting CP,pt POR,1. Primeira Liga,4th,4,360,90,11.8,4.0,4,90,4,0,,0,1.75,8,6,+2,+0.50,+0.07,5.7,7.5,-1.8,-0.45,-0.94,Matches,Raphinha
2019-2020,22,Rennes,fr FRA,1. Ligue 1,3rd,22,1690,77,67.1,18.8,20,83,13,2,20,0,1.82,25,16,+9,+0.48,-0.06,26.4,17.4,+8.9,+0.47,+0.69,Matches,Raphinha
2020-2021,23,Rennes,fr FRA,1. Ligue 1,6th,6,404,67,11.8,4.5,5,77,1,1,21,0,2.33,8,6,+2,+0.45,+0.15,5.3,3.9,+1.5,+0.33,+0.08,Matches,Raphinha
2020-2021,23,Leeds United,eng ENG,Jr. PL2 — Div. 2,1st,1,90,90,4.2,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+0.65,,,,,,Matches,Raphinha
2020-2021,23,Leeds United,eng ENG,1. Premier League,9th,30,2360,79,69.0,26.2,26,87,19,4,24,0,1.67,44,34,+10,+0.38,+0.55,37.9,40.1,-2.3,-0.09,-0.09,Matches,Raphinha
2021-2022,24,Leeds United,eng ENG,1. Premier League,17th,35,2915,83,85.2,32.4,34,84,26,1,45,0,1.00,34,68,-34,-1.05,-0.52,37.2,57.5,-20.3,-0.63,-0.07,Matches,Raphinha
2022-2023,25,Barcelona,es ESP,1. La Liga,1st,36,2072,58,60.6,23.0,25,72,2,11,24,1,2.28,34,9,+25,+1.09,-0.58,44.9,18.1,+26.8,+1.16,+0.13,Matches,Raphinha
2023-2024,26,Barcelona,es ESP,1. La Liga,2nd,28,1368,49,40.0,15.2,17,68,4,11,19,2,2.14,30,14,+16,+1.05,+0.22,31.0,15.1,+15.9,+1.05,+0.17,Matches,Raphinha
2024-2025,27,Barcelona,es ESP,1. La Liga,1st,17,1406,83,91.9,15.6,16,86,12,1,32,0,2.24,46,14,+32,+2.05,+2.77,39.4,19.5,+20.0,+1.28,+1.34,Matches,Raphinha
10 Seasons,10 Seasons,6 Clubs,,5 Leagues,,267,18583,70,46.6,206.5,213,81,89,54,23,7,1.85,256,185,+71,+0.45,-0.20,257.7,198.8,+58.9,+0.38,-0.08,,Raphinha
,,,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,Raphinha
Barcelona (3 Seasons),Barcelona (3 Seasons),Barcelona (3 Seasons),,1 League,,81,4846,60,57.9,53.8,58,75,18,23,22,3,2.22,110,37,+73,+1.36,+0.26,115.4,52.7,+62.7,+1.16,+0.26,,Raphinha
Vitória (3 Seasons),Vitória (3 Seasons),Vitória (3 Seasons),,1 League,,65,4498,69,49.0,50.0,50,,,15,,1,,,,,,,,,,,,,Raphinha
Leeds United (2 Seasons),Leeds United (2 Seasons),Leeds United (2 Seasons),,1 League,,65,5275,81,77.1,58.6,60,86,45,5,28,0,1.31,78,102,-24,-0.41,-0.12,75.1,97.7,-22.6,-0.39,-0.21,,Raphinha
Sporting CP (2 Seasons),Sporting CP (2 Seasons),Sporting CP (2 Seasons),,1 League,,28,1870,67,30.6,20.8,20,85,12,8,22,2,1.93,35,24,+11,+0.53,-0.38,35.6,27.2,+8.4,+0.41,-0.20,,Raphinha
Rennes (2 Seasons),Rennes (2 Seasons),Rennes (2 Seasons),,1 League,,28,2094,75,35.3,23.3,25,81,14,3,20,0,1.93,33,22,+11,+0.47,+0.12,31.7,21.3,+10.4,+0.45,+0.30,,Raphinha
Leeds United (1 Season),Leeds United (1 Season),Leeds United (1 Season),,1 League,,1,90,90,4.2,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+0.65,,,,,,,Raphinha
Avaí (1 Season),Avaí (1 Season),Avaí (1 Season),,1 League,,0,,,,,0,,0,0,,1,,,,,,,,,,,,,Raphinha
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphinha
Primeira Liga (5 Seasons),Primeira Liga (5 Seasons),Primeira Liga (5 Seasons),,,,93,6368,68,41.6,70.8,70,85,12,23,22,3,1.93,35,24,+11,+0.53,-0.38,35.6,27.2,+8.4,+0.41,-0.20,,Raphinha
La Liga (3 Seasons),La Liga (3 Seasons),La Liga (3 Seasons),,,,81,4846,60,57.9,53.8,58,75,18,23,22,3,2.22,110,37,+73,+1.36,+0.26,115.4,52.7,+62.7,+1.16,+0.26,,Raphinha
Premier League (2 Seasons),Premier League (2 Seasons),Premier League (2 Seasons),,,,65,5275,81,77.1,58.6,60,86,45,5,28,0,1.31,78,102,-24,-0.41,-0.12,75.1,97.7,-22.6,-0.39,-0.21,,Raphinha
Ligue 1 (2 Seasons),Ligue 1 (2 Seasons),Ligue 1 (2 Seasons),,,,28,2094,75,35.3,23.3,25,81,14,3,20,0,1.93,33,22,+11,+0.47,+0.12,31.7,21.3,+10.4,+0.45,+0.30,,Raphinha
PL2 — Div. 2 (1 Season),PL2 — Div. 2 (1 Season),PL2 — Div. 2 (1 Season),,,,1,90,90,4.2,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+0.65,,,,,,,Raphinha
Série A (1 Season),Série A (1 Season),Série A (1 Season),,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,,Raphinha
2023-2024,16,Barcelona,es ESP,1. La Liga,2nd,19,1558,82,45.6,17.3,18,84,13,1,45,7,2.32,36,21,15,0.87,-0.1,31.3,19.9,11.4,0.66,-0.53,Matches,Pau Cubarsí
2024-2025,17,Barcelona,es ESP,1. La Liga,1st,17,1381,81,90.3,15.3,16,84,11,1,32,0,2.24,42,17,25,1.63,-1.99,36.8,19.1,17.6,1.15,-0.21,Matches,Pau Cubarsí
2 Seasons,2 Seasons,1 Club,,1 League,,36,2939,82,59.4,32.7,34,84,24,2,39,7,2.28,78,38,40,1.22,0.06,68.1,39.1,29.0,0.89,-0.31,,Pau Cubarsí
2008-2009,19,Lech Poznań,pl POL,1. Ekstraklasa,3rd,30,2427,81,89.9,27.0,27,,,3,,,,,,,,,,,,,,Matches,Robert Lewandowski
2009-2010,20,Lech Poznań,pl POL,1. Ekstraklasa,1st,28,2514,90,93.1,27.9,28,,,0,,,,,,,,,,,,,,Matches,Robert Lewandowski
2010-2011,21,Dortmund,de GER,1. Bundesliga,1st,33,1591,48,52.0,17.7,15,,6,18,,,,,,,,,,,,,,Matches,Robert Lewandowski
2011-2012,22,Dortmund,de GER,1. Bundesliga,1st,34,2868,84,93.7,31.9,34,,20,0,,,,,,,,,,,,,,Matches,Robert Lewandowski
2012-2013,23,Dortmund,de GER,1. Bundesliga,2nd,31,2595,84,84.8,28.8,29,,27,2,,,,,,,,,,,,,,Matches,Robert Lewandowski
2013-2014,24,Dortmund,de GER,1. Bundesliga,2nd,33,2799,85,91.5,31.1,31,,25,2,,,,,,,,,,,,,,Matches,Robert Lewandowski
2014-2015,25,Bayern Munich,de GER,1. Bundesliga,1st,31,2480,80,81.0,27.6,28,,17,3,,1,2.35,66,13,+53,+1.92,+0.53,,,,,,Matches,Robert Lewandowski
2015-2016,26,Bayern Munich,de GER,1. Bundesliga,1st,32,2653,83,86.7,29.5,29,,26,3,,1,2.63,71,14,+57,+1.93,+0.61,,,,,,Matches,Robert Lewandowski
2016-2017,27,Bayern Munich,de GER,1. Bundesliga,1st,33,2775,84,90.7,30.8,31,,28,2,,0,2.45,84,20,+64,+2.08,+1.13,,,,,,Matches,Robert Lewandowski
2017-2018,28,Bayern Munich,de GER,1. Bundesliga,1st,30,2172,72,71.0,24.1,24,,20,6,,3,2.40,64,21,+43,+1.78,-0.35,58.5,21.6,+37.0,+1.53,+0.81,Matches,Robert Lewandowski
2018-2019,29,Bayern Munich,de GER,1. Bundesliga,1st,33,2957,90,96.6,32.9,33,90,31,0,,1,2.33,87,31,+56,+1.70,+1.70,84.0,25.8,+58.2,+1.77,+1.58,Matches,Robert Lewandowski
2019-2020,30,Bayern Munich,de GER,1. Bundesliga,1st,31,2759,89,90.2,30.7,31,89,29,0,,0,2.35,89,30,+59,+1.92,-0.77,79.5,35.0,+44.5,+1.45,-0.67,Matches,Robert Lewandowski
2020-2021,31,Bayern Munich,de GER,1. Bundesliga,1st,29,2458,85,80.3,27.3,28,87,22,1,34,0,2.24,85,37,+48,+1.76,+0.71,66.0,32.9,+33.1,+1.21,+0.81,Matches,Robert Lewandowski
2021-2022,32,Bayern Munich,de GER,1. Bundesliga,1st,34,2946,87,96.3,32.7,34,87,28,0,,0,2.26,92,36,+56,+1.71,-1.45,84.8,35.3,+49.4,+1.51,-1.06,Matches,Robert Lewandowski
2022-2023,33,Barcelona,es ESP,1. La Liga,1st,34,2847,84,83.2,31.6,33,85,27,1,34,0,2.24,62,20,+42,+1.33,+0.07,66.5,26.1,+40.3,+1.28,+0.96,Matches,Robert Lewandowski
2023-2024,34,Barcelona,es ESP,1. La Liga,2nd,35,2750,79,80.4,30.6,32,83,20,3,31,0,2.23,67,35,+32,+1.05,+0.64,61.5,34.6,+26.9,+0.88,-0.33,Matches,Robert Lewandowski
2024-2025,35,Barcelona,es ESP,1. La Liga,1st,16,1321,83,86.3,14.7,16,83,9,0,,1,2.19,39,13,+26,+1.77,-0.38,33.5,18.3,+15.2,+1.04,-0.97,Matches,Robert Lewandowski
17 Seasons,17 Seasons,4 Clubs,,3 Leagues,,527,42912,81,85.0,476.8,483,86,335,44,32,7,2.34,806,270,+536,+1.72,+0.29,534.3,229.6,+304.7,+1.36,+0.42,,Robert Lewandowski
,,,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,Robert Lewandowski
Bayern Munich (8 Seasons),Bayern Munich (8 Seasons),Bayern Munich (8 Seasons),,1 League,,253,21200,84,86.6,235.6,238,88,201,15,34,6,2.38,638,202,+436,+1.85,+0.23,372.8,150.6,+222.2,+1.50,+0.59,,Robert Lewandowski
Dortmund (4 Seasons),Dortmund (4 Seasons),Dortmund (4 Seasons),,1 League,,131,9853,75,80.5,109.5,109,,78,22,,,,,,,,,,,,,,,Robert Lewandowski
Barcelona (3 Seasons),Barcelona (3 Seasons),Barcelona (3 Seasons),,1 League,,85,6918,81,82.7,76.9,81,84,56,4,32,1,2.23,168,68,+100,+1.30,+0.31,161.5,79.0,+82.5,+1.07,+0.10,,Robert Lewandowski
Lech Poznań (2 Seasons),Lech Poznań (2 Seasons),Lech Poznań (2 Seasons),,1 League,,58,4941,85,91.5,54.9,55,,,3,,,,,,,,,,,,,,,Robert Lewandowski
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Lewandowski
Bundesliga (12 Seasons),Bundesliga (12 Seasons),Bundesliga (12 Seasons),,,,384,31053,81,84.6,345.0,347,88,279,37,34,6,2.38,638,202,+436,+1.85,+0.23,372.8,150.6,+222.2,+1.50,+0.59,,Robert Lewandowski
La Liga (3 Seasons),La Liga (3 Seasons),La Liga (3 Seasons),,,,85,6918,81,82.7,76.9,81,84,56,4,32,1,2.23,168,68,+100,+1.30,+0.31,161.5,79.0,+82.5,+1.07,+0.10,,Robert Lewandowski
Ekstraklasa (2 Seasons),Ekstraklasa (2 Seasons),Ekstraklasa (2 Seasons),,,,58,4941,85,91.5,54.9,55,,,3,,,,,,,,,,,,,,,Robert Lewandowski
2017-2018,18,Bordeaux,fr FRA,1. Ligue 1,6th,18,1589,88,46.5,17.7,17,90,17,1,59,2,1.89,31,19,+12,+0.68,+1.02,25.3,19.9,+5.4,+0.30,+0.20,Matches,Jules Koundé
2018-2019,19,Bordeaux,fr FRA,1. Ligue 1,14th,37,3330,90,97.4,37.0,37,90,37,0,,0,1.11,34,41,-7,-0.19,+0.81,39.2,52.6,-13.5,-0.36,-0.09,Matches,Jules Koundé
2019-2020,20,Sevilla,es ESP,1. La Liga,4th,29,2309,80,67.5,25.7,25,89,24,4,23,8,2.03,39,22,+17,+0.66,+0.42,34.8,24.2,+10.6,+0.41,-0.11,Matches,Jules Koundé
2020-2021,21,Sevilla,es ESP,1. La Liga,4th,34,2975,88,87.0,33.1,33,90,32,1,10,1,2.18,48,28,+20,+0.61,+0.61,47.0,30.6,+16.4,+0.50,-0.15,Matches,Jules Koundé
2021-2022,22,Sevilla,es ESP,1. La Liga,4th,32,2736,86,80.0,30.4,31,87,28,1,33,0,1.81,45,25,+20,+0.66,+0.26,35.3,32.0,+3.3,+0.11,-0.17,Matches,Jules Koundé
2022-2023,23,Barcelona,es ESP,1. La Liga,1st,29,2426,84,70.9,27.0,28,86,24,1,9,2,2.38,51,12,+39,+1.45,+0.45,53.0,21.6,+31.4,+1.16,+0.17,Matches,Jules Koundé
2023-2024,24,Barcelona,es ESP,1. La Liga,2nd,35,2899,83,84.8,32.2,32,88,30,3,29,2,2.31,69,38,+31,+0.96,+0.27,66.9,37.0,+29.9,+0.93,-0.12,Matches,Jules Koundé
2024-2025,25,Barcelona,es ESP,1. La Liga,1st,17,1345,79,87.9,14.9,15,87,13,2,19,0,2.24,43,17,+26,+1.74,-0.69,36.8,21.2,+15.7,+1.05,-1.00,Matches,Jules Koundé
8 Seasons,8 Seasons,3 Clubs,,2 Leagues,,231,19609,85,77.0,217.9,218,88,205,13,25,15,1.97,360,202,+158,+0.73,+0.45,338.3,239.2,+99.1,+0.45,-0.08,,Jules Koundé
,,,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,Jules Koundé
Sevilla (3 Seasons),Sevilla (3 Seasons),Sevilla (3 Seasons),,1 League,,95,8020,84,78.2,89.1,89,89,84,6,22,9,2.01,132,75,+57,+0.64,+0.40,117.2,86.8,+30.4,+0.34,-0.13,,Jules Koundé
